"region","category","sub_category","product_id","product_name","sales","discount","profit","original_price","zero_profit_sales","max_discount"
"South","Office Supplies","Paper","OFF-PA-10001166","Xerox 2",25.92,0.20,9.07,32.4000000000000000,16.85,0.47993827160493827160
"East","Office Supplies","Supplies","OFF-SU-10000157","Compact Automatic Electric Letter Opener",835.17,0.00,16.70,835.1700000000000000,818.47,0.01999592897254451190
"West","Office Supplies","Paper","OFF-PA-10004971","Xerox 196",17.34,0.00,8.50,17.3400000000000000,8.84,0.49019607843137254902
"South","Office Supplies","Paper","OFF-PA-10001977","Xerox 194",44.38,0.20,15.53,55.4750000000000000,28.85,0.47994592158630013520
"South","Office Supplies","Supplies","OFF-SU-10001225","Staple remover",2.94,0.20,-0.66,3.6750000000000000,3.60,0.02040816326530612245
"Central","Office Supplies","Art","OFF-AR-10003514","4009 Highlighters by Sanford",6.37,0.20,1.03,7.9625000000000000,5.34,0.32935635792778649922
"Central","Office Supplies","Labels","OFF-LA-10003510","Avery 4027 File Folder Labels for Dot Matrix Printers, 5000 Labels per Box, White",48.85,0.20,15.88,61.0625000000000000,32.97,0.46006141248720573183
"Central","Office Supplies","Paper","OFF-PA-10001970","Xerox 1881",19.65,0.20,6.63,24.5625000000000000,13.02,0.46992366412213740458
"Central","Furniture","Chairs","FUR-CH-10003817","Global Value Steno Chair, Gray",255.11,0.30,-18.22,364.4428571428571429,273.33,0.25000587981654972374
"East","Office Supplies","Binders","OFF-BI-10003676","GBC Standard Recycled Report Covers, Clear Plastic Sheets",17.25,0.20,6.04,21.5625000000000000,11.21,0.48011594202898550725
"West","Technology","Phones","TEC-PH-10003535","RCA ViSYS 25423RE1 Corded phone",159.98,0.20,14.00,199.9750000000000000,145.98,0.27000875109388673584
"East","Office Supplies","Paper","OFF-PA-10004675","Telephone Message Books with Fax/Mobile Section, 5 1/2"" x 3 3/16""",12.70,0.00,5.84,12.7000000000000000,6.86,0.45984251968503937008
"Central","Furniture","Furnishings","FUR-FU-10004020","Advantus Panel Wall Acrylic Frame",5.47,0.00,2.35,5.4700000000000000,3.12,0.42961608775137111517
"Central","Office Supplies","Art","OFF-AR-10001955","Newell 319",79.36,0.00,23.81,79.3600000000000000,55.55,0.30002520161290322581
"West","Furniture","Furnishings","FUR-FU-10002364","Eldon Expressions Wood Desk Accessories, Oak",22.14,0.00,6.42,22.1400000000000000,15.72,0.28997289972899728997
"South","Office Supplies","Binders","OFF-BI-10002414","GBC ProClick Spines for 32-Hole Punch",11.28,0.70,-8.65,37.6000000000000000,19.93,0.46994680851063829787
"South","Office Supplies","Art","OFF-AR-10003732","Newell 333",4.45,0.20,0.33,5.5625000000000000,4.12,0.25932584269662921348
"South","Furniture","Furnishings","FUR-FU-10001085","3M Polarizing Light Filter Sleeves",44.76,0.20,14.55,55.9500000000000000,30.21,0.46005361930294906166
"Central","Office Supplies","Binders","OFF-BI-10001249","Avery Heavy-Duty EZD View Binder with Locking Rings",38.28,0.00,17.61,38.2800000000000000,20.67,0.46003134796238244514
"Central","Technology","Phones","TEC-PH-10002564","OtterBox Defender Series Case - Samsung Galaxy S4",149.95,0.00,44.99,149.9500000000000000,104.96,0.30003334444814938313
"West","Office Supplies","Art","OFF-AR-10000634","Newell 320",12.84,0.00,3.47,12.8400000000000000,9.37,0.27024922118380062305
"West","Furniture","Furnishings","FUR-FU-10004018","Tensor Computer Mounted Lamp",44.67,0.00,12.06,44.6700000000000000,32.61,0.26997985224983210208
"East","Office Supplies","Art","OFF-AR-10003481","Newell 348",7.87,0.20,0.89,9.8375000000000000,6.98,0.29047013977128335451
"South","Office Supplies","Art","OFF-AR-10003651","Newell 350",7.87,0.20,0.89,9.8375000000000000,6.98,0.29047013977128335451
"East","Office Supplies","Art","OFF-AR-10002956","Boston 16801 Nautilus Battery Pencil Sharpener",88.04,0.00,22.89,88.0400000000000000,65.15,0.25999545661063153112
"West","Office Supplies","Binders","OFF-BI-10003638","GBC Durable Plastic Covers",40.64,0.70,-32.51,135.4666666666666667,73.15,0.46001476377952755919
"Central","Office Supplies","Binders","OFF-BI-10001890","Avery Poly Binder Pockets",5.73,0.80,-9.16,28.6500000000000000,14.89,0.48027923211169284468
"Central","Office Supplies","Paper","OFF-PA-10002606","Xerox 1928",42.24,0.20,13.20,52.8000000000000000,29.04,0.45000000000000000000
"West","Office Supplies","Paper","OFF-PA-10002245","Xerox 1895",53.82,0.00,24.22,53.8200000000000000,29.60,0.45001858045336306206
"Central","Office Supplies","Art","OFF-AR-10001615","Newell 34",79.36,0.00,20.63,79.3600000000000000,58.73,0.25995463709677419355
"East","Office Supplies","Paper","OFF-PA-10000466","Memo Book, 100 Message Capacity, 5 3/8” x 11”",13.48,0.00,6.74,13.4800000000000000,6.74,0.50000000000000000000
"East","Office Supplies","Binders","OFF-BI-10003708","Acco Four Pocket Poly Ring Binder with Label Holder, Smoke, 1""",29.80,0.20,9.31,37.2500000000000000,20.49,0.44993288590604026846
"East","Furniture","Furnishings","FUR-FU-10004848","Howard Miller 13-3/4"" Diameter Brushed Chrome Round Wall Clock",414.00,0.00,124.20,414.0000000000000000,289.80,0.30000000000000000000
"East","Office Supplies","Binders","OFF-BI-10000320","GBC Plastic Binding Combs",41.33,0.20,14.98,51.6625000000000000,26.35,0.48995886765061698524
"South","Furniture","Furnishings","FUR-FU-10003731","Eldon Expressions Wood and Plastic Desk Accessories, Oak",39.92,0.00,11.18,39.9200000000000000,28.74,0.28006012024048096192
"West","Office Supplies","Fasteners","OFF-FA-10002780","Staples",8.94,0.00,4.11,8.9400000000000000,4.83,0.45973154362416107383
"West","Technology","Phones","TEC-PH-10003800","i.Sound Portable Power - 8000 mAh",84.78,0.20,-20.14,105.9750000000000000,104.92,0.00995517810804435008
"East","Furniture","Tables","FUR-TA-10001676","Hon 61000 Series Interactive Training Tables",53.32,0.40,-19.55,88.8666666666666667,72.87,0.18000750187546886752
"East","Office Supplies","Appliances","OFF-AP-10002350","Belkin F9H710-06 7 Outlet SurgeMaster Surge Protector",56.52,0.00,15.83,56.5200000000000000,40.69,0.28007784854918612880
"West","Furniture","Furnishings","FUR-FU-10003096","Master Giant Foot Doorstop, Safety Yellow",22.77,0.00,9.79,22.7700000000000000,12.98,0.42995169082125603865
"West","Furniture","Chairs","FUR-CH-10003061","Global Leather Task Chair, Black",287.97,0.20,-3.60,359.9625000000000000,291.57,0.18999895822481508490
"West","Technology","Copiers","TEC-CO-10003763","Canon PC1060 Personal Laser Copier",2799.96,0.20,944.99,3499.9500000000000000,1854.97,0.47000100001428591837
"West","Office Supplies","Paper","OFF-PA-10002923","Xerox 1942",48.94,0.00,24.47,48.9400000000000000,24.47,0.50000000000000000000
"West","Furniture","Bookcases","FUR-BO-10003441","Bush Westfield Collection Bookcases, Fully Assembled",257.50,0.15,24.24,302.9411764705882353,233.26,0.23001553398058252429
"East","Office Supplies","Storage","OFF-ST-10001780","Tennsco 16-Compartment Lockers with Coat Rack",2591.56,0.00,621.97,2591.5600000000000000,1969.59,0.23999830218092577444
"East","Office Supplies","Appliances","OFF-AP-10001962","Black & Decker Filter for Double Action Dustbuster Cordless Vac BLDV7210",41.95,0.00,10.49,41.9500000000000000,31.46,0.25005959475566150179
"South","Furniture","Furnishings","FUR-FU-10003798","Ultra Door Kickplate, 8""H x 34""W",79.12,0.20,13.85,98.9000000000000000,65.27,0.34004044489383215369
"East","Furniture","Furnishings","FUR-FU-10001095","DAX Black Cherry Wood-Tone Poster Frame",52.96,0.00,20.12,52.9600000000000000,32.84,0.37990936555891238671
"East","Office Supplies","Supplies","OFF-SU-10000157","Compact Automatic Electric Letter Opener",286.34,0.20,-64.43,357.9250000000000000,350.77,0.01999022141510092897
"South","Furniture","Furnishings","FUR-FU-10001095","DAX Black Cherry Wood-Tone Poster Frame",63.55,0.20,14.30,79.4375000000000000,49.25,0.38001573564122738002
"South","Office Supplies","Supplies","OFF-SU-10004261","Fiskars 8"" Scissors, 2/Pack",41.38,0.20,4.65,51.7250000000000000,36.73,0.28989850169163847269
"South","Office Supplies","Art","OFF-AR-10004022","Panasonic KP-380BK Classic Electric Pencil Sharpener",172.70,0.20,10.79,215.8750000000000000,161.91,0.24998262883613202085
"Central","Furniture","Bookcases","FUR-BO-10002916","Rush Hierlooms Collection 1"" Thick Stackable Bookcases",512.94,0.00,97.46,512.9400000000000000,415.48,0.19000272936405817445
"Central","Furniture","Chairs","FUR-CH-10002084","Hon Mobius Operator's Chair",860.93,0.00,189.40,860.9300000000000000,671.53,0.21999465694075011906
"Central","Technology","Phones","TEC-PH-10003012","Nortel Meridian M3904 Professional Digital phone",769.95,0.00,223.29,769.9500000000000000,546.66,0.29000584453535943892
"Central","Office Supplies","Art","OFF-AR-10002704","Boston 1900 Electric Pencil Sharpener",14.98,0.00,4.49,14.9800000000000000,10.49,0.29973297730307076101
"Central","Furniture","Furnishings","FUR-FU-10000308","Deflect-o Glass Clear Studded Chair Mats",373.08,0.00,82.08,373.0800000000000000,291.00,0.22000643293663557414
"South","Furniture","Bookcases","FUR-BO-10004709","Bush Westfield Collection Bookcases, Medium Cherry Finish",231.92,0.20,5.80,289.9000000000000000,226.12,0.22000689893066574681
"West","Furniture","Furnishings","FUR-FU-10001196","DAX Cubicle Frames - 8x10",63.47,0.00,19.04,63.4700000000000000,44.43,0.29998424452497242792
"West","Technology","Accessories","TEC-AC-10002942","WD My Passport Ultra 1TB Portable External Hard Drive",345.00,0.00,58.65,345.0000000000000000,286.35,0.17000000000000000000
"Central","Furniture","Tables","FUR-TA-10004915","Office Impressions End Table, 20-1/2""H x 24""W x 20""D",637.90,0.30,-127.58,911.2857142857142857,765.48,0.15999999999999999999
"Central","Technology","Machines","TEC-MA-10001016","Canon PC170 Desktop Personal Copier",287.91,0.40,33.59,479.8500000000000000,254.32,0.47000104199228925706
"Central","Office Supplies","Envelopes","OFF-EN-10000483","White Envelopes, White Envelopes with Clear Poly Window",36.60,0.20,11.90,45.7500000000000000,24.70,0.46010928961748633880
"South","Office Supplies","Art","OFF-AR-10003087","Staples in misc. colors",1.78,0.00,0.50,1.78000000000000000000,1.28,0.28089887640449438202
"South","Office Supplies","Paper","OFF-PA-10000520","Xerox 201",25.92,0.00,12.44,25.9200000000000000,13.48,0.47993827160493827160
"South","Technology","Accessories","TEC-AC-10001553","Memorex 25GB 6X Branded Blu-Ray Recordable Disc, 15/Pack",101.94,0.00,21.41,101.9400000000000000,80.53,0.21002550519913674711
"West","Office Supplies","Art","OFF-AR-10000634","Newell 320",6.85,0.20,0.60,8.5625000000000000,6.25,0.27007299270072992701
"West","Furniture","Furnishings","FUR-FU-10001215","Howard Miller 11-1/2"" Diameter Brentwood Wall Clock",474.43,0.00,199.26,474.4300000000000000,275.17,0.41999873532449465675
"East","Office Supplies","Paper","OFF-PA-10001204","Xerox 1972",8.45,0.20,2.64,10.5625000000000000,5.81,0.44994082840236686391
"East","Office Supplies","Storage","OFF-ST-10002444","Recycled Eldon Regeneration Jumbo File",39.30,0.20,3.93,49.1250000000000000,35.37,0.28000000000000000000
"Central","Office Supplies","Art","OFF-AR-10000203","Newell 336",17.12,0.00,4.96,17.1200000000000000,12.16,0.28971962616822429907
"South","Office Supplies","Appliances","OFF-AP-10000828","Avanti 4.4 Cu. Ft. Refrigerator",542.94,0.00,152.02,542.9400000000000000,390.92,0.27999410616274358124
"South","Office Supplies","Labels","OFF-LA-10003190","Avery 474",8.64,0.00,4.23,8.6400000000000000,4.41,0.48958333333333333333
"South","Office Supplies","Paper","OFF-PA-10002319","Xerox 1944",193.80,0.00,94.96,193.8000000000000000,98.84,0.48998968008255933953
"South","Office Supplies","Paper","OFF-PA-10003893","Xerox 1962",21.40,0.00,9.63,21.4000000000000000,11.77,0.45000000000000000000
"South","Office Supplies","Paper","OFF-PA-10002499","Xerox 1890",97.88,0.00,48.94,97.8800000000000000,48.94,0.50000000000000000000
"South","Technology","Accessories","TEC-AC-10004568","Maxell LTO Ultrium - 800 GB",251.91,0.00,47.86,251.9100000000000000,204.05,0.18998848795204636577
"South","Office Supplies","Appliances","OFF-AP-10001492","Acco Six-Outlet Power Strip, 4' Cord Length",25.86,0.00,6.72,25.8600000000000000,19.14,0.25986078886310904872
"East","Furniture","Chairs","FUR-CH-10004698","Padded Folding Chairs, Black, 4/Carton",170.06,0.30,-4.86,242.9428571428571429,174.92,0.27999529577796071987
"East","Technology","Phones","TEC-PH-10004093","Panasonic Kx-TS550",82.78,0.40,-15.18,137.9666666666666667,97.96,0.28997342353225416784
"East","Furniture","Chairs","FUR-CH-10000454","Hon Deluxe Fabric Upholstered Stacking Chairs, Rounded Back",853.93,0.30,0.00,1219.9000000000000000,853.93,0.30000000000000000000
"West","Furniture","Bookcases","FUR-BO-10003034","O'Sullivan Elevations Bookcase, Cherry Finish",556.67,0.15,6.55,654.9058823529411765,550.12,0.16000143711714301116
"West","Technology","Phones","TEC-PH-10003215","Jackery Bar Premium Fast-charging Portable Charger",95.84,0.20,34.74,119.8000000000000000,61.10,0.48998330550918196995
"Central","Office Supplies","Paper","OFF-PA-10001776","Wirebound Message Books, Four 2 3/4"" x 5"" Forms per Page, 600 Sets per Book",29.66,0.20,10.01,37.0750000000000000,19.65,0.46999325691166554282
"Central","Office Supplies","Art","OFF-AR-10004582","BIC Brite Liner Grip Highlighters",9.18,0.20,2.87,11.4750000000000000,6.31,0.45010893246187363834
"Central","Technology","Phones","TEC-PH-10001557","Pyle PMP37LED",153.58,0.20,13.44,191.9750000000000000,140.14,0.27000911577028258888
"Central","Office Supplies","Binders","OFF-BI-10004209","Fellowes Twister Kit, Gray/Clear, 3/pkg",12.86,0.80,-22.51,64.3000000000000000,35.37,0.44992223950233281493
"South","Technology","Machines","TEC-MA-10003183","DYMO CardScan Personal V9 Business Card Scanner",479.97,0.00,239.99,479.9700000000000000,239.98,0.50001041731774902598
"South","Furniture","Chairs","FUR-CH-10002439","Iceberg Nesting Folding Chair, 19w x 6d x 43h",232.88,0.00,60.55,232.8800000000000000,172.33,0.26000515286843009275
"West","Office Supplies","Appliances","OFF-AP-10000576","Belkin 7 Outlet SurgeMaster II",236.88,0.00,66.33,236.8800000000000000,170.55,0.28001519756838905775
"West","Office Supplies","Paper","OFF-PA-10004040","Universal Premium White Copier/Laser Paper (20Lb. and 87 Bright)",29.90,0.00,14.65,29.9000000000000000,15.25,0.48996655518394648829
"West","Technology","Accessories","TEC-AC-10003063","Micro Innovations USB RF Wireless Keyboard with Mouse",100.00,0.00,21.00,100.0000000000000000,79.00,0.21000000000000000000
"East","Office Supplies","Binders","OFF-BI-10003982","Wilson Jones Century Plastic Molded Ring Binders",18.69,0.70,-14.33,62.3000000000000000,33.02,0.46998394863563402889
"East","Technology","Accessories","TEC-AC-10002567","Logitech G602 Wireless Gaming Mouse",383.95,0.20,76.79,479.9375000000000000,307.16,0.36000000000000000000
"Central","Office Supplies","Storage","OFF-ST-10004950","Tenex Personal Filing Tote With Secure Closure Lid, Black/Frost",24.82,0.20,1.55,31.0250000000000000,23.27,0.24995970991136180500
"West","Furniture","Furnishings","FUR-FU-10000550","Stacking Trays by OIC",24.90,0.00,8.22,24.9000000000000000,16.68,0.33012048192771084337
"West","Office Supplies","Paper","OFF-PA-10000528","Xerox 1981",21.12,0.00,9.50,21.1200000000000000,11.62,0.44981060606060606061
"West","Technology","Machines","TEC-MA-10003183","DYMO CardScan Personal V9 Business Card Scanner",767.95,0.20,287.98,959.9375000000000000,479.97,0.49999869783189009701
"West","Office Supplies","Binders","OFF-BI-10003305","Avery Hanging File Binders",14.35,0.20,4.66,17.9375000000000000,9.69,0.45979094076655052265
"West","Technology","Phones","TEC-PH-10001425","Mophie Juice Pack Helium for iPhone",191.98,0.20,19.20,239.9750000000000000,172.78,0.28000833420147932076
"West","Office Supplies","Labels","OFF-LA-10001474","Avery 477",274.77,0.00,126.39,274.7700000000000000,148.38,0.45998471448848127525
"West","Furniture","Furnishings","FUR-FU-10000672","Executive Impressions 10"" Spectator Wall Clock",70.56,0.00,23.99,70.5600000000000000,46.57,0.33999433106575963719
"West","Furniture","Furnishings","FUR-FU-10001979","Dana Halogen Swing-Arm Architect Lamp",204.85,0.00,57.36,204.8500000000000000,147.49,0.28000976324139614352
"Central","Office Supplies","Binders","OFF-BI-10003707","Aluminum Screw Posts",9.16,0.80,-13.73,45.8000000000000000,22.89,0.50021834061135371179
"Central","Office Supplies","Appliances","OFF-AP-10002191","Belkin 8 Outlet SurgeMaster II Gold Surge Protector",23.99,0.80,-62.38,119.9500000000000000,86.37,0.27994997915798249271
"East","Office Supplies","Paper","OFF-PA-10000501","Petty Cash Envelope",80.88,0.00,39.63,80.8800000000000000,41.25,0.48998516320474777448
"East","Technology","Accessories","TEC-AC-10001990","Kensington Orbit Wireless Mobile Trackball for PC and Mac",599.90,0.00,191.97,599.9000000000000000,407.93,0.32000333388898149692
"East","Furniture","Furnishings","FUR-FU-10003601","Deflect-o RollaMat Studded, Beveled Mat for Medium Pile Carpeting",276.69,0.00,49.80,276.6900000000000000,226.89,0.17998482055730239618
"East","Furniture","Chairs","FUR-CH-10001891","Global Deluxe Office Fabric Chairs",172.76,0.10,32.63,191.9555555555555556,140.13,0.26998726557073396636
"East","Office Supplies","Art","OFF-AR-10003469","Nontoxic Chalk",4.22,0.20,1.48,5.2750000000000000,2.74,0.48056872037914691943
"East","Furniture","Tables","FUR-TA-10004175","Hon 30"" x 60"" Table with Locking Drawer",409.27,0.40,-81.85,682.1166666666666667,491.12,0.28000586409949422145
"East","Office Supplies","Labels","OFF-LA-10002945","Permanent Self-Adhesive File Folder Labels for Typewriters, 1 1/8 x 3 1/2, White",55.44,0.20,18.02,69.3000000000000000,37.42,0.46002886002886002886
"East","Office Supplies","Paper","OFF-PA-10000533","Southworth Parchment Paper & Envelopes",20.93,0.20,6.80,26.1625000000000000,14.13,0.45991399904443382704
"East","Office Supplies","Storage","OFF-ST-10004459","Tennsco Single-Tier Lockers",1801.63,0.20,-337.81,2252.0375000000000000,2139.44,0.04999805731476496284
"East","Furniture","Tables","FUR-TA-10004147","Hon 4060 Series Tables",67.18,0.40,-20.15,111.9666666666666667,87.33,0.22003572491813039618
"Central","Office Supplies","Storage","OFF-ST-10000046","Fellowes Super Stor/Drawer Files",646.20,0.20,-8.08,807.7500000000000000,654.28,0.18999690498297740638
"West","Technology","Phones","TEC-PH-10004774","Gear Head AU3700S Headset",72.74,0.20,-15.46,90.9250000000000000,88.20,0.02996975529282375584
"West","Furniture","Chairs","FUR-CH-10000595","Safco Contoured Stacking Chairs",572.16,0.20,35.76,715.2000000000000000,536.40,0.25000000000000000000
"Central","Technology","Accessories","TEC-AC-10002473","Maxell 4.7GB DVD-R",68.11,0.20,17.88,85.1375000000000000,50.23,0.41001321391866098958
"West","Office Supplies","Binders","OFF-BI-10001628","Acco Data Flex Cable Posts For Top & Bottom Load Binders, 6"" Capacity",25.03,0.20,7.82,31.2875000000000000,17.21,0.44994007191370355573
"East","Technology","Accessories","TEC-AC-10002800","Plantronics Audio 478 Stereo USB Headset",39.99,0.20,7.50,49.9875000000000000,32.49,0.35003750937734433608
"South","Office Supplies","Art","OFF-AR-10002766","Prang Drawing Pencil Set",20.02,0.20,1.75,25.0250000000000000,18.27,0.26993006993006993007
"South","Office Supplies","Supplies","OFF-SU-10002522","Acme Kleen Earth Office Shears",3.10,0.20,0.35,3.8750000000000000,2.75,0.29032258064516129032
"South","Office Supplies","Fasteners","OFF-FA-10003021","Staples",7.52,0.20,1.41,9.4000000000000000,6.11,0.35000000000000000000
"South","Office Supplies","Art","OFF-AR-10000634","Newell 320",10.27,0.20,0.90,12.8375000000000000,9.37,0.27010710808179162610
"South","Office Supplies","Labels","OFF-LA-10001771","Avery 513",47.81,0.20,15.54,59.7625000000000000,32.27,0.46002928257686676428
"South","Technology","Phones","TEC-PH-10004434","Cisco IP Phone 7961G VoIP phone - Dark gray",978.84,0.20,110.12,1223.5500000000000000,868.72,0.29000040864696988272
"Central","Office Supplies","Binders","OFF-BI-10000050","Angle-D Binders with Locking Rings, Label Holders",13.14,0.80,-21.68,65.7000000000000000,34.82,0.47001522070015220700
"Central","Office Supplies","Binders","OFF-BI-10002414","GBC ProClick Spines for 32-Hole Punch",10.02,0.80,-16.54,50.1000000000000000,26.56,0.46986027944111776447
"Central","Furniture","Bookcases","FUR-BO-10003159","Sauder Camden County Collection Libraries, Planked Cherry Finish",156.37,0.32,-52.89,229.9558823529411765,209.26,0.08999936049114280244
"Central","Technology","Copiers","TEC-CO-10002095","Hewlett Packard 610 Color Digital Copier / Printer",999.98,0.00,449.99,999.9800000000000000,549.99,0.44999899997999959999
"Central","Technology","Phones","TEC-PH-10004120","AT&T 1080 Phone",821.94,0.00,213.70,821.9400000000000000,608.24,0.25999464681120276419
"South","Furniture","Furnishings","FUR-FU-10003553","Howard Miller 13-1/2"" Diameter Rosebrook Wall Clock",220.06,0.20,55.02,275.0750000000000000,165.04,0.40001817686085613015
"South","Furniture","Furnishings","FUR-FU-10001488","Tenex 46"" x 60"" Computer Anti-Static Chairmat, Rectangular Shaped",339.14,0.20,0.00,423.9250000000000000,339.14,0.20000000000000000000
"Central","Office Supplies","Binders","OFF-BI-10003094","Self-Adhesive Ring Binder Labels",7.04,0.00,3.31,7.0400000000000000,3.73,0.47017045454545454545
"Central","Office Supplies","Fasteners","OFF-FA-10003472","Bagged Rubber Bands",5.04,0.00,0.20,5.0400000000000000,4.84,0.03968253968253968254
"Central","Office Supplies","Paper","OFF-PA-10001289","White Computer Printout Paper by Universal",116.28,0.00,56.98,116.2800000000000000,59.30,0.49002407980736154111
"South","Technology","Phones","TEC-PH-10002293","Anker 36W 4-Port USB Wall Charger Travel Power Adapter for iPhone 5s 5c 5",47.98,0.20,4.80,59.9750000000000000,43.18,0.28003334722801167153
"West","Office Supplies","Paper","OFF-PA-10000380","REDIFORM Incoming/Outgoing Call Register, 11"" X 8 1/2"", 100 Messages",60.05,0.20,22.52,75.0625000000000000,37.53,0.50001665278934221482
"West","Office Supplies","Binders","OFF-BI-10004828","GBC Poly Designer Binding Covers",5.02,0.70,-3.52,16.7333333333333333,8.54,0.48964143426294820615
"Central","Office Supplies","Binders","OFF-BI-10004632","Ibico Hi-Tech Manual Binding System",182.99,0.80,-320.24,914.9500000000000000,503.23,0.44999180283075577900
"Central","Office Supplies","Paper","OFF-PA-10000327","Xerox 1971",10.27,0.20,3.21,12.8375000000000000,7.06,0.45004868549172346641
"West","Office Supplies","Binders","OFF-BI-10003291","Wilson Jones Leather-Like Binders with DublLock Round Rings",7.86,0.70,-6.02,26.2000000000000000,13.88,0.47022900763358778626
"West","Technology","Phones","TEC-PH-10002275","Mitel 5320 IP Phone VoIP phone",302.38,0.20,30.24,377.9750000000000000,272.14,0.28000529135524836299
"West","Office Supplies","Binders","OFF-BI-10003291","Wilson Jones Leather-Like Binders with DublLock Round Rings",20.95,0.20,7.07,26.1875000000000000,13.88,0.46997613365155131265
"West","Office Supplies","Binders","OFF-BI-10000343","Pressboard Covers with Storage Hooks, 9 1/2"" x 11"", Light Blue",11.78,0.20,3.98,14.7250000000000000,7.80,0.47028862478777589134
"South","Furniture","Bookcases","FUR-BO-10000711","Hon Metal Bookcases, Gray",638.82,0.00,172.48,638.8200000000000000,466.34,0.26999780845934692089
"East","Office Supplies","Labels","OFF-LA-10001297","Avery 473",20.70,0.00,9.94,20.7000000000000000,10.76,0.48019323671497584541
"East","Office Supplies","Supplies","OFF-SU-10001574","Acme Value Line Scissors",10.95,0.00,3.29,10.9500000000000000,7.66,0.30045662100456621005
"East","Office Supplies","Binders","OFF-BI-10003305","Avery Hanging File Binders",14.35,0.20,4.66,17.9375000000000000,9.69,0.45979094076655052265
"East","Office Supplies","Storage","OFF-ST-10002574","SAFCO Commercial Wire Shelving, Black",221.02,0.20,-55.26,276.2750000000000000,276.28,-0.00001809790969143064
"South","Technology","Machines","TEC-MA-10000864","Cisco 9971 IP Video Phone Charcoal",3080.00,0.00,1416.80,3080.0000000000000000,1663.20,0.46000000000000000000
"South","Technology","Accessories","TEC-AC-10003289","Anker Ultra-Slim Mini Bluetooth 3.0 Wireless Keyboard",79.96,0.00,18.39,79.9600000000000000,61.57,0.22998999499749874937
"South","Technology","Phones","TEC-PH-10001619","LG G3",587.97,0.00,170.51,587.9700000000000000,417.46,0.28999778900284028097
"Central","Office Supplies","Paper","OFF-PA-10004888","Xerox 217",32.40,0.00,15.55,32.4000000000000000,16.85,0.47993827160493827160
"Central","Office Supplies","Storage","OFF-ST-10000736","Carina Double Wide Media Storage Towers in Natural & Black",404.90,0.00,16.20,404.9000000000000000,388.70,0.04000987898246480612
"Central","Office Supplies","Binders","OFF-BI-10001120","Ibico EPK-21 Electric Binding System",9449.95,0.00,4630.48,9449.9500000000000000,4819.47,0.49000047619299573014
"Central","Office Supplies","Binders","OFF-BI-10000301","GBC Instant Report Kit",12.94,0.00,6.47,12.9400000000000000,6.47,0.50000000000000000000
"Central","Office Supplies","Appliances","OFF-AP-10004655","Holmes Visible Mist Ultrasonic Humidifier with 2.3-Gallon Output per Day, Replacement Filter",2.26,0.80,-5.21,11.3000000000000000,7.47,0.33893805309734513274
"Central","Office Supplies","Appliances","OFF-AP-10002906","Hoover Replacement Belt for Commercial Guardsman Heavy-Duty Upright Vacuum",0.44,0.80,-1.11,2.2000000000000000,1.55,0.29545454545454545455
"Central","Office Supplies","Paper","OFF-PA-10000740","Xerox 1982",146.18,0.20,47.51,182.7250000000000000,98.67,0.46000820905732658366
"Central","Furniture","Furnishings","FUR-FU-10001940","Staple-based wall hangings",15.92,0.00,7.00,15.9200000000000000,8.92,0.43969849246231155779
"West","Technology","Phones","TEC-PH-10000439","GE DSL Phone Line Filter",159.96,0.20,18.00,199.9500000000000000,141.96,0.29002250562640660165
"West","Office Supplies","Binders","OFF-BI-10000404","Avery Printable Repositionable Plastic Tabs",13.76,0.20,4.64,17.2000000000000000,9.12,0.46976744186046511628
"Central","Office Supplies","Binders","OFF-BI-10003676","GBC Standard Recycled Report Covers, Clear Plastic Sheets",4.31,0.80,-6.90,21.5500000000000000,11.21,0.47981438515081206497
"East","Office Supplies","Storage","OFF-ST-10002486","Eldon Shelf Savers Cubes and Bins",13.96,0.00,0.28,13.9600000000000000,13.68,0.02005730659025787966
"East","Furniture","Tables","FUR-TA-10003837","Anderson Hickey Conga Table Tops & Accessories",27.41,0.40,-14.16,45.6833333333333333,41.57,0.09004013133892739810
"Central","Technology","Phones","TEC-PH-10002923","Logitech B530 USB Headset - headset - Full size, Binaural",73.98,0.00,19.97,73.9800000000000000,54.01,0.26993782103271154366
"Central","Furniture","Bookcases","FUR-BO-10004360","Rush Hierlooms Collection Rich Wood Bookcases",160.98,0.00,20.93,160.9800000000000000,140.05,0.13001615107466766058
"Central","Office Supplies","Paper","OFF-PA-10002160","Xerox 1978",17.34,0.00,8.50,17.3400000000000000,8.84,0.49019607843137254902
"Central","Office Supplies","Art","OFF-AR-10002375","Newell 351",3.28,0.00,0.95,3.2800000000000000,2.33,0.28963414634146341463
"Central","Office Supplies","Labels","OFF-LA-10000443","Avery 501",8.86,0.20,2.99,11.0750000000000000,5.87,0.46997742663656884876
"Central","Technology","Phones","TEC-PH-10001750","Samsung Rugby III",158.38,0.20,13.86,197.9750000000000000,144.52,0.27000883949993686071
"West","Office Supplies","Binders","OFF-BI-10004632","Ibico Hi-Tech Manual Binding System",1219.96,0.20,381.24,1524.9500000000000000,838.72,0.45000163939801304961
"West","Office Supplies","Binders","OFF-BI-10002813","Avery Reinforcements for Hole-Punch Pages",3.17,0.20,0.99,3.9625000000000000,2.18,0.44984227129337539432
"West","Office Supplies","Paper","OFF-PA-10002005","Xerox 225",19.44,0.00,9.33,19.4400000000000000,10.11,0.47993827160493827160
